"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 10 10:06:41 CST 2023","Tue Jan 10 10:06:42 CST 2023","848","tool","test_case","","","","hxj_search_institutuin_name_asc","POST请求参数:{'deviceNo': '', 'assigned': '', 'orderBy': 'institutuin_name', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['institutuinName']}"
"passed","Tue Jan 10 10:05:47 CST 2023","Tue Jan 10 10:05:47 CST 2023","746","tool","test_case","","","","cpcomplianceList_user2","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'userId', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userId']}"
"passed","Tue Jan 10 10:05:38 CST 2023","Tue Jan 10 10:05:39 CST 2023","693","tool","test_case","","","","hzrz_logsDoList","POST请求参数:{'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:06:31 CST 2023","Tue Jan 10 10:06:32 CST 2023","797","tool","test_case","","","","ysgl_sendDoctorJoinRequestQuerynew","POST请求参数:{'doctorAccountOrId': '21668478509'}"
"passed","Tue Jan 10 10:06:10 CST 2023","Tue Jan 10 10:06:11 CST 2023","762","tool","test_case","","","","follow_type_asc","POST请求参数:{'addTime': '', 'addTimeMax': '', 'followPatientName': '', 'followType': '', 'doctorName': '', 'orderBy': 'follow_type', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:07:17 CST 2023","Tue Jan 10 10:07:18 CST 2023","928","tool","test_case","","","","hcupdateConsumableTime","POST请求参数:{'deviceId': 'GB-2B454382', 'filterTime': '2022-11-06'}"
"passed","Tue Jan 10 10:05:17 CST 2023","Tue Jan 10 10:05:17 CST 2023","346","tool","test_case","","","","hzlb_departmentList","POST请求参数:None"
"passed","Tue Jan 10 10:07:30 CST 2023","Tue Jan 10 10:07:31 CST 2023","1114","tool","test_case","","","","jggl_orgDoList_device_number_desc","POST请求参数:{'orderBy': 'device_number', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['deviceNumber']}"
"passed","Tue Jan 10 10:05:20 CST 2023","Tue Jan 10 10:05:21 CST 2023","355","tool","test_case","","","","hzlb_sdProgress","POST请求参数:{'deviceIds': 'GB-2B004519#4294967'}"
"passed","Tue Jan 10 10:04:31 CST 2023","Tue Jan 10 10:04:31 CST 2023","139","tool","test_case","","","","sy_listAllUse","POST请求参数:{}"
"passed","Tue Jan 10 10:05:26 CST 2023","Tue Jan 10 10:05:27 CST 2023","374","tool","test_case","","","","hzlb_epapChart","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-09-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:05:50 CST 2023","Tue Jan 10 10:05:50 CST 2023","743","tool","test_case","","","","cpcomplianceList_setupDate2","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'setupDate', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['setupDate']}"
"passed","Tue Jan 10 10:07:25 CST 2023","Tue Jan 10 10:07:26 CST 2023","1241","tool","test_case","","","","jggl_orgDoList_doctor_number_desc","POST请求参数:{'orderBy': 'doctor_number', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['doctorNumber']}"
"passed","Tue Jan 10 10:04:32 CST 2023","Tue Jan 10 10:04:33 CST 2023","131","tool","test_case","","","","sy_compliance",""
"passed","Tue Jan 10 10:05:21 CST 2023","Tue Jan 10 10:05:21 CST 2023","358","tool","test_case","","","","hzlb_detail","POST请求参数:{'times': '1673257281', 'deviceId': 'GB-2B317704', 'patientId': '31668735319', 'queryType': 1}"
"passed","Tue Jan 10 10:07:49 CST 2023","Tue Jan 10 10:07:50 CST 2023","1189","tool","test_case","","","","qy_list_add_time_asc","POST请求参数:{'areaName': '', 'orderBy': 'addTime', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:05:45 CST 2023","Tue Jan 10 10:05:46 CST 2023","751","tool","test_case","","","","cpcomplianceList_90","POST请求参数:{'dayNum': 90, 'dayTime': '2023-01-10', 'complianceNum': 2, 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['dayNum']}"
"passed","Tue Jan 10 10:04:36 CST 2023","Tue Jan 10 10:04:37 CST 2023","1522","tool","test_case","","","","userlist_1","POST请求参数:{'patientId': '', 'patientName': '', 'state': '', 'areaPlace': '', 'deviceId': '', 'useDay': '', 'userName': '', 'email': '', 'orderBy': 'addTime', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'patientName', 'lastused', 'lastUsageH', 'deviceId', 'addTime', 'useDay', 'inName', 'userId', 'sex', 'age', 'areaPlace', 'state', 'phone', 'email']}"
"passed","Tue Jan 10 10:05:30 CST 2023","Tue Jan 10 10:05:30 CST 2023","417","tool","test_case","","","","hzlb_vtChartdd","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-09-28', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:06:46 CST 2023","Tue Jan 10 10:06:47 CST 2023","865","tool","test_case","","","","hxj_search_patient_name_asc","POST请求参数:{'deviceNo': '', 'assigned': '', 'orderBy': 'patient_name', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['patientName']}"
"passed","Tue Jan 10 10:04:26 CST 2023","Tue Jan 10 10:04:26 CST 2023","122","tool","test_case","","","","sy_logout","POST请求参数:{'userId': '41608015906'}"
"passed","Tue Jan 10 10:05:58 CST 2023","Tue Jan 10 10:05:59 CST 2023","806","tool","test_case","","","","cpcomplianceList_use_num_day","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'use_num_day', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['use_num_day']}"
"passed","Tue Jan 10 10:05:27 CST 2023","Tue Jan 10 10:05:28 CST 2023","352","tool","test_case","","","","hzlb_rrChartyy","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-08-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:05:19 CST 2023","Tue Jan 10 10:05:20 CST 2023","387","tool","test_case","","","","hzlb_exportTemplateList","POST请求参数:{'setupDate': '', 'setupDateTwo': '', 'startTime': '', 'startTimeTwo': '', 'deviceId': '', 'userId': '', 'limitNum': 20}"
"passed","Tue Jan 10 10:05:21 CST 2023","Tue Jan 10 10:05:22 CST 2023","350","tool","test_case","","","","hzlb_verify","POST请求参数:{'deviceId': 'GB-2B317704', 'sync': 0}"
"passed","Tue Jan 10 10:05:35 CST 2023","Tue Jan 10 10:05:35 CST 2023","358","tool","test_case","","","","hzlb_addTaskDownOld","POST请求参数:[{'userId': '31610415067', 'startTime': '2021-03-10', 'startTimeTwo': '2021-03-16'}]"
"passed","Tue Jan 10 10:05:30 CST 2023","Tue Jan 10 10:05:30 CST 2023","386","tool","test_case","","","","hzlb_epapChartyy","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-08-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:07:22 CST 2023","Tue Jan 10 10:07:23 CST 2023","1191","tool","test_case","","","","jggl_orgDoList_userId_asc","POST请求参数:{'orderBy': 'userId', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userId']}"
"passed","Tue Jan 10 10:04:42 CST 2023","Tue Jan 10 10:04:44 CST 2023","1524","tool","test_case","","","","firstNameDESC","POST请求参数:{'orderBy': 'firstName', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'patientName', 'userId', 'sex', 'age', 'areaPlace']}"
"passed","Tue Jan 10 10:04:27 CST 2023","Tue Jan 10 10:04:29 CST 2023","2794","tool","test_case","","","","errorname","POST请求参数:{'changAuthCode': '', 'code': '6nkk', 'password': 'rx123456', 'username': 'shiyan2'}"
"passed","Tue Jan 10 10:05:36 CST 2023","Tue Jan 10 10:05:36 CST 2023","354","tool","test_case","","","","hzlb_addTaskDown","POST请求参数:{'deviceId': 'GB-H2001044', 'days': '6', 'limitNum': 0, 'reportRowsNum': 2}"
"passed","Tue Jan 10 10:07:29 CST 2023","Tue Jan 10 10:07:30 CST 2023","1127","tool","test_case","","","","jggl_orgDoList_patient_name_asc","POST请求参数:{'orderBy': 'patient_name', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['patientNumber']}"
"passed","Tue Jan 10 10:06:52 CST 2023","Tue Jan 10 10:06:53 CST 2023","848","tool","test_case","","","","hxjinstitutionList","POST请求参数:{'userId': 41608015906}"
"passed","Tue Jan 10 10:06:26 CST 2023","Tue Jan 10 10:06:27 CST 2023","810","tool","test_case","","","","getdoctorinfo","POST请求参数:{'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:08:11 CST 2023","Tue Jan 10 10:08:12 CST 2023","1227","tool","test_case","","","","rydeletestaff","删除人员"
"passed","Tue Jan 10 10:04:26 CST 2023","Tue Jan 10 10:04:26 CST 2023","106","tool","test_case","","","","zc_sendEmailCode1","POST请求参数:{'typeNum': 1, 'pwdType': 1, 'toAddress': 'xianrong.song@resvent.com'}"
"passed","Tue Jan 10 10:06:48 CST 2023","Tue Jan 10 10:06:49 CST 2023","1427","tool","test_case","","","","hxj_search_add_time_asc","POST请求参数:{'deviceNo': '', 'assigned': '', 'orderBy': 'add_time', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['addTime']}"
"passed","Tue Jan 10 10:07:57 CST 2023","Tue Jan 10 10:07:59 CST 2023","1174","tool","test_case","","","","listAllUse","POST请求参数:None"
"passed","Tue Jan 10 10:06:08 CST 2023","Tue Jan 10 10:06:09 CST 2023","805","tool","test_case","","","","addtime_desc","POST请求参数:{'addTime': '', 'addTimeMax': '', 'followPatientName': '', 'followType': '', 'doctorName': '', 'orderBy': 'add_time', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:05:24 CST 2023","Tue Jan 10 10:05:24 CST 2023","362","tool","test_case","","","","hzlb_rrChart","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-09-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:05:42 CST 2023","Tue Jan 10 10:05:43 CST 2023","800","tool","test_case","","","","cpcomplianceList","POST请求参数:{'dayNum': '30', 'dayTime': '2023-01-10', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'patientName', 'deviceId', 'latelTime', 'dayNum']}"
"passed","Tue Jan 10 10:06:57 CST 2023","Tue Jan 10 10:06:58 CST 2023","971","tool","test_case","","","","hc_consumableList_filterTime_desc","POST请求参数:{'orderBy': 'filterTime', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:07:38 CST 2023","Tue Jan 10 10:07:39 CST 2023","1140","tool","test_case","","","","jsgetroleID","POST请求参数:{'roleName': '', 'orderBy': '', 'orderByTwo': '', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:05:25 CST 2023","Tue Jan 10 10:05:25 CST 2023","377","tool","test_case","","","","hzlb_patientReportShow","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-09-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:04:34 CST 2023","Tue Jan 10 10:04:35 CST 2023","588","tool","test_case","","","","sy_hqhzid","POST请求参数:{'patientId': '', 'patientName': '', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName']}"
"passed","Tue Jan 10 10:04:33 CST 2023","Tue Jan 10 10:04:34 CST 2023","462","tool","test_case","","","","sy_selAllRoleAndArea","POST请求参数:{}"
"passed","Tue Jan 10 10:05:23 CST 2023","Tue Jan 10 10:05:24 CST 2023","367","tool","test_case","","","","hzlb_vtChart","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-09-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:08:07 CST 2023","Tue Jan 10 10:08:09 CST 2023","1196","tool","test_case","","","","rygetstaffid","POST请求参数:{'firsName': '', 'userName': '', 'roleName': '', 'orderBy': 'add_time', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:05:21 CST 2023","Tue Jan 10 10:05:21 CST 2023","375","tool","test_case","","","","hzlb_detailxq","POST请求参数:{'times': '1673257281', 'deviceId': 'GB-2B317704', 'patientId': '31668735319', 'queryType': 0}"
"passed","Tue Jan 10 10:07:03 CST 2023","Tue Jan 10 10:07:04 CST 2023","918","tool","test_case","","","","hc_consumableList_venturiMaskTime_desc","POST请求参数:{'orderBy': 'venturiMaskTime', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:06:07 CST 2023","Tue Jan 10 10:06:08 CST 2023","801","tool","test_case","","","","sfselListAllFollowManage","POST请求参数:{'addTime': '2020-01-01', 'addTimeMax': '2022-10-10', 'followPatientName': 'o', 'followType': '1', 'doctorName': 's', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:05:56 CST 2023","Tue Jan 10 10:05:57 CST 2023","782","tool","test_case","","","","cpcomplianceList_deviceId2","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'deviceId', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['deviceId']}"
"passed","Tue Jan 10 10:04:35 CST 2023","Tue Jan 10 10:04:36 CST 2023","429","tool","test_case","","","","hzlb_institutions",""
"passed","Tue Jan 10 10:08:02 CST 2023","Tue Jan 10 10:08:03 CST 2023","1196","tool","test_case","","","","ry_stafflist_area_name_asc","POST请求参数:{'firsName': '', 'userName': '', 'roleName': '', 'orderBy': 'area_name', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:06:04 CST 2023","Tue Jan 10 10:06:06 CST 2023","1787","tool","test_case","","","","cpcomplianceList_leak2","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'leak', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['leak']}"
"passed","Tue Jan 10 10:06:32 CST 2023","Tue Jan 10 10:06:33 CST 2023","796","tool","test_case","","","","ysgl_sendDoctorJoinRequestnew","POST请求参数:{'invitationDoctorId': '21668478509'}"
"passed","Tue Jan 10 10:07:05 CST 2023","Tue Jan 10 10:07:06 CST 2023","931","tool","test_case","","","","hc_consumableList_resistanceBandTime_desc","POST请求参数:{'orderBy': 'resistanceBandTime', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:06:00 CST 2023","Tue Jan 10 10:06:01 CST 2023","840","tool","test_case","","","","cpcomplianceList_valid_num_day","POST请求参数:{'dayNum': 30, 'dayTime': '2023-01-10', 'orderBy': 'valid_num_day', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['valid_num_day']}"
"passed","Tue Jan 10 10:05:28 CST 2023","Tue Jan 10 10:05:28 CST 2023","356","tool","test_case","","","","hzlb_prAllyy","POST请求参数:{'patientId': '31673316294', 'fromDate': '2022-08-22', 'toDate': '2022-09-28'}"
"passed","Tue Jan 10 10:04:34 CST 2023","Tue Jan 10 10:04:34 CST 2023","123","tool","test_case","","","","sy_shiqu",""
"passed","Tue Jan 10 10:06:30 CST 2023","Tue Jan 10 10:06:31 CST 2023","816","tool","test_case","","","","ysgl_sendDoctorJoinRequest","POST请求参数:{'invitationDoctorId': '21654152073'}"
"passed","Tue Jan 10 10:06:25 CST 2023","Tue Jan 10 10:06:26 CST 2023","805","tool","test_case","","","","newdoctor","POST请求参数:{'sta': 'add', 'ts': 'ts', 'institutionId': '41608015906', 'userName': 'xinzengyisheng', 'firstName': '萨芬', 'lastName': '医生', 'organType': 'Sleep Lab', 'jobtitle': '小小', 'beGoodAt': '检查', 'briefIntroduction': '喜欢运动ya，热爱生活', 'exclusiveService': '心有灵犀', 'email': 'qw2e@we.fd', 'cellPhone': 13123271212, 'phone': 131232312312, 'country': 'Andorra', 'timeZone': 'Europe/Andorra', 'state': 'lingzhi', 'city': 'tianhe', 'street': 'fansheng', 'postalCode': '11212231312', 'delName': '医生'}"
"passed","Tue Jan 10 10:04:40 CST 2023","Tue Jan 10 10:04:41 CST 2023","879","tool","test_case","","","","patientId_DESC","POST请求参数:{'orderBy': 'patientId', 'orderByTwo': 'desc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'userId', 'sex', 'age', 'areaPlace', 'doctorName', 'type']}"
"passed","Tue Jan 10 10:06:58 CST 2023","Tue Jan 10 10:06:59 CST 2023","937","tool","test_case","","","","hc_consumableList_filterTime_asc","POST请求参数:{'orderBy': 'filterTime', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}}"
"passed","Tue Jan 10 10:04:41 CST 2023","Tue Jan 10 10:04:42 CST 2023","865","tool","test_case","","","","patientIdASC","POST请求参数:{'orderBy': 'patientId', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'userId', 'sex', 'age', 'areaPlace', 'doctorName', 'type']}"
"passed","Tue Jan 10 10:04:48 CST 2023","Tue Jan 10 10:04:51 CST 2023","2420","tool","test_case","","","","addTimeASC","POST请求参数:{'orderBy': 'addTime', 'orderByTwo': 'asc', 'page': {'currentPage': 1, 'showCount': 15}, 'sqlNames': ['userName', 'addTime', 'useDay', 'inName', 'userId', 'type', 'phone', 'email']}"
